liga,jogo,data,estado,ronda,resultado,equipa,jogador,posicao,minutes_played,rating,touches,goals,goal_assist,expected_goals,expected_assists,total_shots,shots_on_target,key_pass,total_pass,accurate_pass,total_long_balls,accurate_long_balls,total_cross,accurate_cross,total_contest,won_contest,duel_won,duel_lost,aerial_won,aerial_lost,total_tackle,won_tackle,total_clearance,interception,ball_recovery,blocked_scoring_attempt,dispossessed,possession_lost,was_fouled,fouls,yellow_card,red_card,saves,goals_conceded,punches,atualizado_em
Polonia Ekstraklasa 2026/2027,Radomiak Radom - Wieczysta Kraków,2026-07-24T16:00:00+00:00,finished,1,2-1,Radomiak Radom,Abdoul Tapsoba,F,75,6.3,13,0,0,0.5358,0.00118173,2,0,0,6,4,0,0,0,0,1,0,5,6,2,3,2,1,0,0,0,1,0,4,1,4,1,0,0,1,0,2026-09-01T10:43:21.842562+00:00
Polonia Ekstraklasa 2026/2027,Radomiak Radom - Wieczysta Kraków,2026-07-24T16:00:00+00:00,finished,1,2-1,Radomiak Radom,Adam Żabicki,M,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-09-01T10:43:21.844144+00:00
Polonia Ekstraklasa 2026/2027,Radomiak Radom - Wieczysta Kraków,2026-07-24T16:00:00+00:00,finished,1,2-1,Radomiak Radom,Adrián Diéguez,D,90,6.9,67,0,0,,0.00614544,0,0,0,58,49,14,6,0,0,0,0,5,2,1,0,2,2,3,0,1,0,0,9,2,2,0,0,0,1,0,2026-09-01T10:43:21.842482+00:00
Polonia Ekstraklasa 2026/2027,Radomiak Radom - Wieczysta Kraków,2026-07-24T16:00:00+00:00,finished,1,2-1,Wieczysta Kraków,Aleksandar Djermanovic,D,90,6.9,82,0,0,,0.00702555,0,0,0,63,60,5,3,0,0,0,0,3,3,1,0,1,1,8,2,3,0,1,5,2,1,1,0,0,2,0,2026-09-01T10:43:21.844197+00:00
Polonia Ekstraklasa 2026/2027,Radomiak Radom - Wieczysta Kraków,2026-07-24T16:00:00+00:00,finished,1,2-1,Wieczysta Kraków,Antoni Mikułko,G,90,6.6,35,0,0,,0.00226295,0,0,0,22,17,9,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,5,0,0,0,0,2,2,0,2026-09-01T10:43:21.844206+00:00
Polonia Ekstraklasa 2026/2027,Radomiak Radom - Wieczysta Kraków,2026-07-24T16:00:00+00:00,finished,1,2-1,Wieczysta Kraków,Antonio Milić,D,57,6.6,55,0,0,,0.0345505,0,0,0,49,48,5,5,1,0,0,0,0,0,0,0,0,0,2,1,2,0,0,3,0,0,0,0,0,2,0,2026-09-01T10:43:21.844270+00:00
Polonia Ekstraklasa 2026/2027,Radomiak Radom - Wieczysta Kraków,2026-07-24T16:00:00+00:00,finished,1,2-1,Radomiak Radom,Bartlomiej Gradecki,G,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-09-01T10:43:21.844072+00:00
Polonia Ekstraklasa 2026/2027,Radomiak Radom - Wieczysta Kraków,2026-07-24T16:00:00+00:00,finished,1,2-1,Wieczysta Kraków,Ben Lederman,M,79,6.8,48,0,0,0.1291,0.0784392,3,0,1,33,28,4,3,3,1,0,0,5,2,1,0,1,1,0,1,2,1,0,9,3,2,1,0,0,2,0,2026-09-01T10:43:21.844244+00:00
Polonia Ekstraklasa 2026/2027,Radomiak Radom - Wieczysta Kraków,2026-07-24T16:00:00+00:00,finished,1,2-1,Radomiak Radom,Christos Donis,M,15,6.5,11,0,0,,0.0042805,0,0,0,7,6,1,0,0,0,1,0,0,3,0,0,0,0,1,0,1,0,0,2,0,2,1,0,0,0,0,2026-09-01T10:43:21.842569+00:00
Polonia Ekstraklasa 2026/2027,Radomiak Radom - Wieczysta Kraków,2026-07-24T16:00:00+00:00,finished,1,2-1,Radomiak Radom,Ché Nunnely,M,11,6.7,4,0,0,0.0751,,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2026-09-01T10:43:21.844054+00:00
Polonia Ekstraklasa 2026/2027,Radomiak Radom - Wieczysta Kraków,2026-07-24T16:00:00+00:00,finished,1,2-1,Radomiak Radom,Conrado Buchanelli,D,84,6.3,43,0,0,0.0701,0.00704664,1,1,0,23,17,4,2,2,0,1,1,3,4,0,1,1,0,2,0,2,0,1,10,1,2,1,0,0,1,0,2026-09-01T10:43:21.842538+00:00
Polonia Ekstraklasa 2026/2027,Radomiak Radom - Wieczysta Kraków,2026-07-24T16:00:00+00:00,finished,1,2-1,Wieczysta Kraków,Dawid Szymonowicz,D,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-09-01T10:43:21.844339+00:00
Polonia Ekstraklasa 2026/2027,Radomiak Radom - Wieczysta Kraków,2026-07-24T16:00:00+00:00,finished,1,2-1,Wieczysta Kraków,Duje Dujmović,D,33,6.6,23,0,0,,0.00390146,0,0,0,23,21,2,2,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,2026-09-01T10:43:21.844279+00:00
Polonia Ekstraklasa 2026/2027,Radomiak Radom - Wieczysta Kraków,2026-07-24T16:00:00+00:00,finished,1,2-1,Radomiak Radom,Elves Baldé,F,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-09-01T10:43:21.844169+00:00
Polonia Ekstraklasa 2026/2027,Radomiak Radom - Wieczysta Kraków,2026-07-24T16:00:00+00:00,finished,1,2-1,Radomiak Radom,Fernand Gouré,F,11,6.5,4,0,0,,,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,2,2,1,0,0,0,0,0,0,2026-09-01T10:43:21.844044+00:00
Polonia Ekstraklasa 2026/2027,Radomiak Radom - Wieczysta Kraków,2026-07-24T16:00:00+00:00,finished,1,2-1,Radomiak Radom,Filip Koperski,M,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-09-01T10:43:21.844130+00:00
Polonia Ekstraklasa 2026/2027,Radomiak Radom - Wieczysta Kraków,2026-07-24T16:00:00+00:00,finished,1,2-1,Radomiak Radom,Filip Majchrowicz,G,90,6.9,39,0,0,,0.0005833,0,0,0,29,16,13,2,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,13,0,0,0,0,2,1,0,2026-09-01T10:43:21.842206+00:00
Polonia Ekstraklasa 2026/2027,Radomiak Radom - Wieczysta Kraków,2026-07-24T16:00:00+00:00,finished,1,2-1,Radomiak Radom,Ibrahima Camará,M,84,7.4,58,0,0,,0.0947719,0,0,2,41,38,4,3,0,0,2,0,3,6,0,1,3,2,4,1,3,0,1,6,0,2,0,0,0,1,0,2026-09-01T10:43:21.842524+00:00
Polonia Ekstraklasa 2026/2027,Radomiak Radom - Wieczysta Kraków,2026-07-24T16:00:00+00:00,finished,1,2-1,Radomiak Radom,Jan Grzesik,D,90,8.1,41,1,1,0.3292,0.276288,3,2,1,24,17,1,0,1,0,2,1,3,3,1,1,0,0,0,1,2,0,0,12,1,0,0,0,0,1,0,2026-09-01T10:43:21.842504+00:00
Polonia Ekstraklasa 2026/2027,Radomiak Radom - Wieczysta Kraków,2026-07-24T16:00:00+00:00,finished,1,2-1,Radomiak Radom,Jérémy Blasco,D,1,,4,0,0,,1.196e-05,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2026-09-01T10:43:21.844063+00:00
Polonia Ekstraklasa 2026/2027,Radomiak Radom - Wieczysta Kraków,2026-07-24T16:00:00+00:00,finished,1,2-1,Radomiak Radom,Kacper Karasek,F,15,6.6,4,0,0,,0.0138426,0,0,1,4,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2026-09-01T10:43:21.844016+00:00
Polonia Ekstraklasa 2026/2027,Radomiak Radom - Wieczysta Kraków,2026-07-24T16:00:00+00:00,finished,1,2-1,Wieczysta Kraków,Kacper Zagrodzki,D,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-09-01T10:43:21.844330+00:00
