liga,jogo,data,estado,ronda,resultado,equipa,jogador,posicao,minutes_played,rating,touches,goals,goal_assist,expected_goals,expected_assists,total_shots,shots_on_target,key_pass,total_pass,accurate_pass,total_long_balls,accurate_long_balls,total_cross,accurate_cross,total_contest,won_contest,duel_won,duel_lost,aerial_won,aerial_lost,total_tackle,won_tackle,total_clearance,interception,ball_recovery,blocked_scoring_attempt,dispossessed,possession_lost,was_fouled,fouls,yellow_card,red_card,saves,goals_conceded,punches,atualizado_em
Belgica Pro League 2026/2027,Club Brugge KV - KV Kortrijk,2026-08-07T18:45:00+00:00,finished,1,3-0,Club Brugge KV,Andrej Vasovic,F,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-09-01T10:43:19.470534+00:00
Belgica Pro League 2026/2027,Club Brugge KV - KV Kortrijk,2026-08-07T18:45:00+00:00,finished,1,3-0,Club Brugge KV,Argus Vanden Driessche,G,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-09-01T10:43:19.470519+00:00
Belgica Pro League 2026/2027,Club Brugge KV - KV Kortrijk,2026-08-07T18:45:00+00:00,finished,1,3-0,Club Brugge KV,Bjorn Meijer,D,13,6.6,6,0,0,,0.00029921,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2026-09-01T10:43:19.470491+00:00
Belgica Pro League 2026/2027,Club Brugge KV - KV Kortrijk,2026-08-07T18:45:00+00:00,finished,1,3-0,KV Kortrijk,Boris Lambert,M,90,6.3,29,0,0,,0.0106075,0,0,1,24,18,1,1,0,0,0,0,2,4,0,1,1,1,0,1,2,0,0,6,1,2,0,0,0,3,0,2026-09-01T10:43:19.470541+00:00
Belgica Pro League 2026/2027,Club Brugge KV - KV Kortrijk,2026-08-07T18:45:00+00:00,finished,1,3-0,Club Brugge KV,Brandon Mechele,D,90,8.5,145,0,0,0.2214,0.0541949,2,0,0,127,117,7,3,0,0,0,0,11,1,6,0,5,3,7,0,3,0,0,10,0,1,0,0,0,0,0,2026-09-01T10:43:19.470376+00:00
Belgica Pro League 2026/2027,Club Brugge KV - KV Kortrijk,2026-08-07T18:45:00+00:00,finished,1,3-0,KV Kortrijk,Brecht Dejaegere,M,73,6.9,43,0,0,,0.0180357,0,0,1,27,21,5,2,0,0,0,0,4,3,0,0,4,1,4,1,5,0,0,10,0,1,0,0,0,2,0,2026-09-01T10:43:19.470616+00:00
Belgica Pro League 2026/2027,Club Brugge KV - KV Kortrijk,2026-08-07T18:45:00+00:00,finished,1,3-0,KV Kortrijk,Bryan Adinany,F,11,6.5,7,0,0,0.1069,0.00050423,1,0,0,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,2026-09-01T10:43:19.470647+00:00
Belgica Pro League 2026/2027,Club Brugge KV - KV Kortrijk,2026-08-07T18:45:00+00:00,finished,1,3-0,Club Brugge KV,Carlos Forbs,M,90,7.9,48,1,0,0.5632,0.237179,1,1,2,26,18,0,0,6,0,6,4,6,4,0,0,2,1,1,0,2,0,1,19,0,0,0,0,0,0,0,2026-09-01T10:43:19.470368+00:00
Belgica Pro League 2026/2027,Club Brugge KV - KV Kortrijk,2026-08-07T18:45:00+00:00,finished,1,3-0,Club Brugge KV,Cheveyo Tsawa,M,11,7.0,10,0,0,0.0443,0.00078449,1,1,0,6,6,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2026-09-01T10:43:19.470503+00:00
Belgica Pro League 2026/2027,Club Brugge KV - KV Kortrijk,2026-08-07T18:45:00+00:00,finished,1,3-0,KV Kortrijk,Ebbe De Vlaeminck,G,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-09-01T10:43:19.470677+00:00
